Realm Name,Export Time,PMktPrice Date,Reserved,Item ID,Item Name,AH MarketPrice Coppers,AH Quantity,AH MarketPrice,AH MinimumPrice,14-day Median Market Price,Median Market Price StdDev,14-day Todays PMktPrice,PMktPrice StdDev,Daily Price Change,Avg Daily Posted,Avg Estimated Daily Sold,Estimated Demand
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14726,War Paint Gloves,3723718,1,372.3718,372.3718,407.12,88.27,434.84,90.96,0.006,2.93,0.14,0.0478
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14727,War Paint Legguards,2500000,3,250,250,521.41,203.03,273.47,165.67,-0.0612,9.79,0.29,0.0296
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14728,War Paint Shoulder Pads,12650251,1,1265.0251,1265.0251,536.06,532.86,1507.71,241.65,0.1378,2.29,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14729,War Paint Shield,2398905,1,239.8905,239.8905,95,70.83,195.95,54.77,0.0781,2.79,0.07,0.0251
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14730,War Paint Chestpiece,10211352,1,1021.1352,1021.1352,1072.73,181.99,955.99,153.09,-0.0019,3.43,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14742,Hulking Boots,28028202,2,2802.8203,2802.8203,2842.56,171.09,2878.75,172.86,-0.0002,1.79,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14743,Hulking Bands,2839962,1,283.9962,283.9962,303.14,88.46,293.75,90.16,0.0034,3.36,0.29,0.0863
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14744,Hulking Chestguard,84999998,2,8499.9998,8499.9998,7181.68,1278.86,7705.04,1288.67,0.0112,2.36,0.07,0.0297
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14745,Hulking Cloak,0,0,0,0,400,0,414,0,0.0025,0.07,0.07,1
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14746,Hulking Belt,3988152,4,398.8152,398.8152,317.55,90.36,478.36,40.93,0.0383,5.64,0.21,0.0372
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14747,Hulking Gauntlets,14659526,2,1465.9526,1465.9526,561.91,337.91,1025.92,258.55,0.0642,3.79,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14748,Hulking Leggings,9990000,5,999,999,1039.85,449.78,1717.02,312.4,0.0623,8.57,0.14,0.0163
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14749,Hulking Spaulders,62304973,2,6230.4973,6230.4973,5482.29,1038.41,6871.71,797.14,0.021,5.36,0.07,0.0131
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14751,Slayer's Surcoat,32499499,2,3249.9499,3249.9499,4377.58,799.76,4479.55,591.1,0.0187,3.29,0.07,0.0213
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14752,Slayer's Cape,0,0,0,0,4148.98,361.47,3898.63,361.31,-0.0069,1.14,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14753,Slayer's Skullcap,4000000,4,400,400,801,370.01,375,137.67,-0.086,7.86,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14754,Slayer's Gloves,0,0,0,0,7800,2315.91,8171.6,2269.16,0.0168,0.93,0.07,0.0753
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14755,Slayer's Sash,59929304,1,5992.9304,5992.9304,6004.72,85.37,6060.79,45.69,0.0023,2.21,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14756,Slayer's Slippers,104284429,1,10428.4429,10428.4429,10419.84,40.1,10360.97,26.77,-0.0005,1.57,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14757,Slayer's Pants,49606443,6,4960.6443,4960.6443,4960.65,21.67,4974.22,21.03,0.0004,8.43,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14758,Slayer's Shoulderguards,46991329,3,4699.1329,4699.1329,4699.12,1807.83,2260.67,1331.95,-0.055,3.64,0.14,0.0385
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14759,Enduring Bracers,0,0,0,0,262.23,17.01,252.43,16.51,-0.0056,1.93,0.14,0.0725
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14760,Enduring Breastplate,8852848,1,885.2848,885.2848,393.63,148.45,294.86,138.66,-0.0158,3,0.21,0.07
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14761,Enduring Belt,4157304,3,415.7304,415.7304,426.39,7.24,413.38,2.91,-0.0027,4.79,0.07,0.0146
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14762,Enduring Boots,5174602,1,517.4602,517.4602,571.54,49.11,713.23,22.36,0.0254,0.57,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14763,Enduring Cape,98227845,2,9822.7845,9822.7845,9822.79,0,9822.78,0,0,4,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14764,Enduring Gauntlets,2101627,2,210.1627,210.1627,294.69,37.21,235.73,23.96,-0.0205,3.29,0.14,0.0426
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14765,Enduring Circlet,0,0,0,0,781.01,493.97,296.38,471.68,-0.0571,0.5,0.21,0.42
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14766,Enduring Breeches,16195816,2,1619.5817,1619.5817,620.3,471.72,1442.93,185.81,0.0776,0.93,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14767,Enduring Pauldrons,1797359,2,179.7359,179.7359,179.74,48.86,225.71,44.63,0.0274,1.93,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14768,Ravager's Armor,35552544,3,3555.2544,3555.2544,1226.21,455.66,1065.15,456.9,-0.0217,7,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14769,Ravager's Sandals,24779998,3,2477.9998,2477.9998,2480.01,0.4,2479.46,0.3,0,8.29,0.14,0.0169
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14770,Ravager's Armguards,930764,3,93.0764,93.0764,131.24,15.65,105.64,9.63,-0.0205,3.21,0.07,0.0218
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14771,Ravager's Cloak,3327706,2,332.7706,332.7706,332.77,131.8,244.5,129.07,-0.0264,2.86,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14772,Ravager's Handwraps,4999999,1,499.9999,499.9999,273.88,137.89,377.6,132.23,0.0286,1.57,0.14,0.0892
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14773,Ravager's Cord,5275724,2,527.5724,527.5724,554.97,15.75,524.54,4.53,-0.0053,4.14,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14774,Ravager's Crown,0,0,0,0,798.66,376.78,149.76,189.29,-0.1208,1.86,0.07,0.0376
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14775,Ravager's Woolies,11971194,2,1197.1194,1197.1194,1280.35,40.27,1248.36,31.7,-0.0007,6.29,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14776,Ravager's Mantle,31985862,3,3198.5862,3198.5862,3198.59,0.01,3198.58,0,0,5.57,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14777,Ravager's Shield,1713760,2,171.376,171.376,204.19,9.53,191.5,7.4,-0.0072,4.07,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14778,Khan's Bindings,3915679,2,391.568,391.568,389.61,158.83,448.13,116.67,0.0524,1.14,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14779,Khan's Chestpiece,11223415,3,1122.3415,1122.3415,822.34,237.43,940.91,100.63,0.0521,5.86,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14780,Khan's Buckler,31631856,4,3163.1856,3163.1856,3487.46,118.63,3272.29,30.74,-0.0079,5.64,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14781,Khan's Cloak,0,0,0,0,300,153.71,153.84,109.52,-0.0641,0.36,0.07,0.1944
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14782,Khan's Gloves,0,0,0,0,291.68,10.59,256.64,5.87,-0.0131,1.64,0.07,0.0427
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14783,Khan's Belt,6229805,2,622.9805,622.9805,788.4,127.92,829.89,108.16,0.0167,1.93,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14784,Khan's Greaves,0,0,0,0,354.27,37.19,236.28,13.22,-0.0438,4.43,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14785,Khan's Helmet,5300355,2,530.0355,530.0355,160.2,186.63,509.92,71.34,0.1209,3.64,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14786,Khan's Legguards,5318175,1,531.8175,531.8175,281.85,44.4,330.59,32.23,0.0266,3.57,0.07,0.0196
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14787,Khan's Mantle,3906890,2,390.6891,390.6891,351.33,108.01,272.42,90.32,-0.0082,4.36,0.21,0.0482
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14789,Protector Breastplate,12177362,4,1217.7362,1217.7362,1111,82.11,1254.95,36.34,0.0105,5.93,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14790,Protector Buckler,2227382,1,222.7382,222.7382,187.49,22.08,225.68,12.02,0.0285,1,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14791,Protector Cape,0,0,0,0,369.18,133.28,284.1,130.03,-0.0307,2.29,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14792,Protector Gauntlets,77000624,4,7700.0624,7700.0624,7897.5,2301.73,5297.96,1860.51,-0.03,2.14,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14793,Protector Waistband,120144180,2,12014.418,12014.418,7900.3,2342.27,11360.13,1476.09,0.0287,3.93,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14794,Protector Ankleguards,35330028,7,3533.0028,3500,3913.84,67.43,3779.16,11.62,-0.0038,13,0.14,0.0108
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14795,Protector Helm,2967525,5,296.7525,296.7525,500.22,93.17,348.5,57.21,-0.0323,5.79,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14796,Protector Legguards,220000000,2,22000,22000,24000,816.5,22918.88,626.48,-0.0045,1.21,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14797,Protector Pads,54999999,3,5499.9999,5499.9999,6399.98,290.73,5889.82,134.64,-0.0096,5.86,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14798,Bloodlust Breastplate,68094152,5,6809.4152,6809.4152,12894.52,4334.52,12932.87,3503.03,0.0291,4.43,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14799,Bloodlust Boots,184953675,7,18495.3675,18495.3675,18495.37,4034.49,20187.44,1472.94,0.0369,7.07,0.36,0.0509
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14800,Bloodlust Buckler,3482153,5,348.2153,348.2153,348.22,0.01,348.21,0,0,5,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14801,Bloodlust Cape,88949998,1,8894.9998,8894.9998,8897,950.95,8805.37,955.37,0.0021,2.36,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14802,Bloodlust Gauntlets,40692586,7,4069.2586,4069.2586,4069.26,0,4069.26,0,0,6.43,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14803,Bloodlust Belt,20221425,7,2022.1425,2000,2267.69,137.1,2156.42,42.9,-0.0107,5.29,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14804,Bloodlust Helm,59808108,6,5980.8108,5980.8108,5980.81,1272.6,5223.47,1151.45,-0.0235,6.21,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14805,Bloodlust Britches,73356600,8,7335.66,7275,11395.48,896.35,9841.46,241.6,-0.0183,8.07,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14806,Bloodlust Epaulets,61191300,4,6119.13,6119.13,5110.09,280.05,5383.13,255.83,0.0053,4.5,0.07,0.0156
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14807,Bloodlust Bracelets,0,0,0,0,6112.99,603.48,6634.92,440.99,0.0153,0.93,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14808,Warstrike Belt,10379956,7,1037.9956,1037.9956,1038,0.37,1037.76,0.28,0,7.21,0.07,0.0097
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14809,Warstrike Sabatons,5146688,3,514.6688,514.6688,514.67,20.21,505.82,10.37,-0.0054,3.36,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14810,Warstrike Armsplints,2010000,3,201,201,802.69,181.28,477.29,73.08,-0.0417,4,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14811,Warstrike Chestguard,4409907,3,440.9908,440.9908,441.99,88.83,414.43,86.96,-0.013,4.07,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14812,Warstrike Buckler,96999997,3,9699.9997,9699.9997,10658.4,4601.21,13635.77,4350.6,0.014,3.21,0.14,0.0436
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14813,Warstrike Cape,24867745,2,2486.7745,2486.7745,2511.89,60.06,2538.08,40.43,0.0031,3.29,0.07,0.0213
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14814,Warstrike Helmet,0,0,0,0,1521.87,0,1535.87,0,0.0007,0.07,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14815,Warstrike Gauntlets,0,0,0,0,548.77,334.08,187.47,81.93,-0.165,0.5,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14816,Warstrike Legguards,6507275,2,650.7275,650.7275,650.74,0.35,650.42,0.28,-0.0001,2.71,0.07,0.0258
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14817,Warstrike Shoulder Pads,2613390,4,261.3391,261.3391,365.58,41.37,298.84,29.2,-0.0384,1.5,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14821,Symbolic Breastplate,42868711,4,4286.8712,4286.8712,5142.28,298.94,4592.07,115.75,-0.0101,7.71,0.14,0.0182
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14825,Symbolic Crest,1534459,5,153.4459,153.4459,195.9,14.35,169.29,5.28,-0.0129,5.93,0.07,0.0118
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14826,Symbolic Gauntlets,33769996,4,3376.9996,3376.9996,3379,1.13,3376.93,0.33,-0.0001,6.86,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14827,Symbolic Belt,42940767,4,4294.0767,4294.0767,4337.45,26.9,4289.79,12.45,-0.001,7.07,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14828,Symbolic Greaves,79215447,2,7921.5447,7921.5447,7913.58,5.41,7923.3,2.18,0.0001,6.07,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14829,Symbolic Legplates,34727839,2,3472.7839,3472.7839,3472.79,0,3472.78,0,0,8.21,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14830,Symbolic Pauldrons,36802839,5,3680.2839,3680.2839,3680.28,866.81,3395.2,876.38,-0.0036,7.14,0.07,0.0098
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14831,Symbolic Crown,62235717,3,6223.5718,6223.5718,6460.92,283.32,6145.95,156.37,-0.0082,7.43,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14832,Symbolic Vambraces,6127495,8,612.7495,612.7495,612.75,0,612.75,0,0,14.5,0.07,0.0048
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14833,Tyrant's Gauntlets,12888999,4,1288.8999,1288.8999,1436.01,58.58,1341.82,37.03,-0.0065,4.21,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14834,Tyrant's Armguards,18749174,2,1874.9174,1874.9174,2281,113.68,2183.07,107.16,-0.0043,5,0.14,0.028
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14835,Tyrant's Chestpiece,51457555,4,5145.7555,5145.7555,5145.76,328.47,5374.57,225.71,0.0096,4.79,0.07,0.0146
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14838,Tyrant's Belt,31008933,3,3100.8934,3100.8934,3100.9,286.61,2962.77,209.57,-0.0112,6.86,0.14,0.0204
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14839,Tyrant's Greaves,11924378,4,1192.4378,1192.4378,1328.9,109.9,1285.75,105.21,-0.0065,11.21,0.14,0.0125
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14840,Tyrant's Legplates,124029795,3,12402.9795,12402.9795,8801.18,881.42,9170.77,321.85,0.0157,9.5,0.14,0.0147
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14841,Tyrant's Epaulets,16782997,1,1678.2997,1678.2997,1710.34,10.24,1696.55,7.96,-0.0008,8.21,0.14,0.0171
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14842,Tyrant's Shield,6839128,2,683.9128,683.9128,736.8,21.61,739.53,22.4,0.0002,4.36,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14843,Tyrant's Helm,1848326,3,184.8326,184.8326,218.96,14.15,195.19,7.7,-0.0101,3.07,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14844,Sunscale Chestguard,25678593,3,2567.8594,2567.8594,2491.1,679.02,1911.72,641.59,-0.0254,2.93,0.07,0.0239
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14846,Sunscale Gauntlets,71999996,6,7199.9996,7199.9996,6200,678.46,7393.08,323.11,0.0162,5.79,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14847,Sunscale Belt,21919047,1,2191.9047,2191.9047,2208.56,3.02,2207,2.37,0,3.07,0.07,0.0228
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14848,Sunscale Sabatons,54769594,6,5476.9595,5476.9595,4194.26,796.22,5624.84,361.54,0.0281,6,0.14,0.0233
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14849,Sunscale Helmet,65000000,1,6500,6500,8009.41,465.53,8323.17,414.14,0.0071,3.36,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14850,Sunscale Legplates,82999995,6,8299.9995,8299.9995,8400,2891.08,6748.98,2481.33,-0.0366,3.71,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14851,Sunscale Spaulders,250009994,2,25000.9994,25000.9994,9600,1045.43,10269.67,666.14,0.0169,2.64,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14852,Sunscale Shield,0,0,0,0,2153.6,0,2153.6,0,0,0.21,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14853,Sunscale Wristguards,0,0,0,0,370.96,2.17,372.35,2.02,0.0006,1.07,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14854,Vanguard Breastplate,149094335,5,14909.4335,14909.4335,15215.3,104.2,15051.99,68.86,-0.0011,7.29,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14855,Vanguard Gauntlets,49999999,5,4999.9999,4999.9999,6475.13,172.51,6148.14,51.97,-0.0046,5.86,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14856,Vanguard Girdle,64340098,3,6434.0098,6434.0098,6627,1164.74,6309.22,1059.7,0.0047,4.93,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14857,Vanguard Sabatons,44550756,2,4455.0756,4455.0756,6046.66,1177.41,4265.27,819.49,-0.0329,4.07,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14858,Vanguard Headdress,61809999,1,6180.9999,6180.9999,8199,1352.85,5740.45,553.55,-0.0303,4.57,0.07,0.0153
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14859,Vanguard Legplates,0,0,0,0,171996.72,35190.1,202817.49,20986.01,0.0368,1.64,0.07,0.0427
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14860,Vanguard Pauldrons,54480598,3,5448.0598,5448.0598,5614,1279.23,5615.74,1305.32,-0.0049,5.29,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14861,Vanguard Vambraces,80989999,1,8098.9999,8098.9999,7548,453.05,7753.05,437.34,0.0008,3.21,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14862,Warleader's Breastplate,6570000,4,657,657,761.74,239.86,446.75,133.3,-0.0609,4.86,0.07,0.0144
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14863,Warleader's Gauntlets,2900000,5,290,290,370.54,43.64,321.99,35.47,-0.0102,4.71,0.07,0.0149
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14864,Warleader's Belt,25559762,8,2555.9763,2555.9763,2555.99,0.01,2555.97,0,0,9.43,0.14,0.0148
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14865,Warleader's Greaves,2004998,3,200.4999,200.4999,344.5,44.58,374.07,42.4,0.0124,4.29,0.14,0.0326
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14866,Warleader's Crown,14467570,1,1446.757,1446.757,463.89,130.3,503.9,118.86,0.025,2.43,0.14,0.0576
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14867,Warleader's Leggings,11234609,2,1123.4609,1123.4609,1123.46,278.28,819.24,216.47,-0.0201,4.36,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14868,Warleader's Shoulders,1862184,7,186.2184,186.2184,282.07,69.85,190.38,37.6,-0.0484,8.86,0.07,0.0079
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14869,Warleader's Bracers,33187875,6,3318.7875,3318.7875,3420.39,55.74,3309.55,11.65,-0.0035,8.86,0.14,0.0158
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14895,Saltstone Surcoat,316569911,1,31656.9911,31656.9911,22750.08,1816.4,23109.92,1820.72,-0.0006,2.79,0.14,0.0502
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14896,Saltstone Sabatons,0,0,0,0,2907.7,62.89,2781.99,12.37,-0.0045,8.64,0.07,0.0081
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14897,Saltstone Gauntlets,15290571,2,1529.0571,1529.0571,656.43,146.92,503.27,129.26,-0.0291,11,0.21,0.0191
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14898,Saltstone Girdle,1530145,8,153.0145,153.0145,287,103.75,110.34,53.82,-0.0711,16.64,0.21,0.0126
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14899,Saltstone Helm,34927123,2,3492.7123,3492.7123,3508.84,578.18,3365.5,531.6,-0.0121,6.14,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14900,Saltstone LegChains,25544477,5,2554.4477,2554.4477,3451,488.39,2638.78,161.61,-0.0324,23.86,0.14,0.0059
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14901,Saltstone Shoulder Pads,80134997,5,8013.4997,8013.4997,8600,1881.87,8187.47,1914.26,-0.0005,5.79,0.07,0.0121
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14902,Saltstone Shield,2526397,5,252.6397,252.6397,252.64,0,252.64,0,0,9.29,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14903,Saltstone Armsplints,1995747,4,199.5747,199.5747,450.57,224.5,85.21,124.73,-0.1024,6.14,0.21,0.0342
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14904,Brutish Breastplate,81999994,6,8199.9994,8199.9994,8300,96.37,8125.58,38.15,-0.0025,5.5,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14905,Brutish Gauntlets,7021026,4,702.1026,702.1026,702.1,193.9,502.36,173.94,-0.0311,7.21,0.07,0.0097
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14906,Brutish Belt,6071910,5,607.191,607.191,663.13,0.01,663.12,0,0,11,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14907,Brutish Helmet,2378545,2,237.8545,237.8545,243.95,160.82,15,87.04,-0.1412,3.86,0.07,0.0181
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14908,Brutish Legguards,6861650,2,686.165,686.165,1021.59,295.71,514.62,115.39,-0.0669,4.5,0,0
US - Khaz'goroth / Alliance,10/03/2017 22:28:24,10/03/2017,N/A,14909,Brutish Shoulders,6372119,1,637.2119,637.2119,643.65,63.8,670.5,50.21,0.0116,3.21,0,0
